"actid"	"subid"	"timeBodyAccelerometermagnitude-mean"	"timeGravityAccelerometermagnitude-mean"	"timeBodyAccelerometerJerkmagnitude-mean"	"timeBodygyroscopemagnitude-mean"	"timeBodygyroscopeJerkmagnitude-mean"	"frequencyBodyAccelerometermagnitude-mean"	"frequencybodyAccelerometerJerkmagnitude-mean"	"frequencybodygyroscopemagnitude-mean"	"frequencybodygyroscopeJerkmagnitude-mean"	"acttype"
1	6	-0.11752462	-0.11752462	-0.18320218	-0.18571151	-0.14286045	-0.20653435	-0.098602287	-0.20468372	-0.26936062	"WALKING"
1	27	-0.23540932	-0.23540932	-0.22440961	-0.46950334	-0.61823144	-0.36315248	-0.23409464	-0.63664828	-0.70765969	"WALKING"
1	21	-0.032419849	-0.032419849	-0.039748877	-0.26398755	-0.40631597	-0.21513761	-0.10491192	-0.4158191	-0.4751474	"WALKING"
1	24	-0.23133967	-0.23133967	-0.31665489	-0.38724658	-0.45259662	-0.33870962	-0.33787373	-0.49638518	-0.50025565	"WALKING"
1	21	-0.16059344	-0.16059344	-0.21713027	-0.33909695	-0.50966767	-0.38760618	-0.26934729	-0.50797166	-0.56423876	"WALKING"
1	3	-0.31236448	-0.31236448	-0.3731255	-0.51729302	-0.63320797	-0.40696876	-0.25461805	-0.65175576	-0.71068761	"WALKING"
1	6	-0.12332368	-0.12332368	-0.092789142	-0.23699015	-0.17354711	-0.18713944	-0.078235657	-0.17108204	-0.20832551	"WALKING"
1	14	-0.059476241	-0.059476241	-0.30609497	-0.14372613	-0.48763762	-0.32233669	-0.33675434	-0.27485961	-0.54470965	"WALKING"
1	3	-0.26219347	-0.26219347	-0.32327142	-0.48997566	-0.56744017	-0.35514256	-0.23493703	-0.57039751	-0.57578503	"WALKING"
1	5	-0.060765367	-0.060765367	-0.21426983	-0.32546061	-0.36188117	-0.16628847	-0.16393829	-0.45729436	-0.47593189	"WALKING"
1	3	-0.22646038	-0.22646038	-0.2541619	-0.45640399	-0.5082956	-0.25085244	-0.1463263	-0.50840144	-0.53787953	"WALKING"
1	30	-0.18886111	-0.18886111	-0.37518876	-0.01794369	-0.50223807	-0.33051284	-0.33378731	-0.38033989	-0.57013408	"WALKING"
1	6	-0.081819812	-0.081819812	-0.090654821	-0.20932433	-0.15634612	-0.18644634	-0.0090298664	-0.26814608	-0.25301999	"WALKING"
1	3	-0.45146473	-0.45146473	-0.49897221	-0.54049567	-0.69392361	-0.42194999	-0.44403628	-0.65935291	-0.73720526	"WALKING"
1	26	-0.12020935	-0.12020935	-0.23368223	-0.32091389	-0.50328652	-0.38418235	-0.29029678	-0.54410728	-0.64046185	"WALKING"
1	26	-0.073177788	-0.073177788	-0.20665628	-0.35080067	-0.49041806	-0.27456043	-0.22246752	-0.58545654	-0.60722715	"WALKING"
1	30	-0.25214409	-0.25214409	-0.38062432	-0.091488425	-0.49830933	-0.40533713	-0.38778623	-0.39128069	-0.57114689	"WALKING"
1	6	-0.074014779	-0.074014779	-0.040635595	-0.21158166	-0.12356243	-0.044973054	0.20986105	-0.10299443	-0.0065349906	"WALKING"
1	22	0.061210029	0.061210029	0.023395353	-0.22326574	-0.40135444	0.013906223	0.11103131	-0.36140797	-0.53441133	"WALKING"
1	26	-0.36314185	-0.36314185	-0.42780484	-0.47687358	-0.54730914	-0.49799175	-0.43474892	-0.6154392	-0.69592639	"WALKING"
1	27	-0.1918834	-0.1918834	-0.16740177	-0.43150917	-0.56665385	-0.25688053	-0.18839227	-0.5817391	-0.66116769	"WALKING"
1	5	-0.1016242	-0.1016242	-0.23148648	-0.36392406	-0.42378784	-0.19784914	-0.20387643	-0.42285998	-0.47982328	"WALKING"
1	1	-0.20047978	-0.20047978	-0.25105861	-0.25884243	-0.38732523	-0.26873961	-0.15565754	-0.23529919	-0.38587928	"WALKING"
1	3	-0.28953396	-0.28953396	-0.29858795	-0.48023311	-0.58824288	-0.30709331	-0.1865134	-0.61599404	-0.6243527	"WALKING"
1	26	-0.082859155	-0.082859155	-0.18597246	-0.3581928	-0.49658998	-0.2639818	-0.22993004	-0.52062234	-0.55003151	"WALKING"
1	30	-0.22841611	-0.22841611	-0.39761295	-0.091164515	-0.51526621	-0.38089632	-0.36202016	-0.35902568	-0.56617251	"WALKING"
1	30	-0.25876957	-0.25876957	-0.42020213	-0.070203915	-0.50726245	-0.41194992	-0.3947668	-0.45143449	-0.56760486	"WALKING"
1	26	-0.11485302	-0.11485302	-0.22503199	-0.30911216	-0.49336843	-0.38618895	-0.28115155	-0.5108736	-0.63494268	"WALKING"
1	22	0.12428119	0.12428119	0.093799801	-0.2138405	-0.43831221	0.060379967	0.10012577	-0.43954977	-0.53743481	"WALKING"
1	22	0.035052774	0.035052774	-0.029857603	-0.20606358	-0.46141944	-0.092371607	-0.013261121	-0.47420064	-0.56315864	"WALKING"
1	24	-0.22849307	-0.22849307	-0.33339298	-0.39516884	-0.51164496	-0.37854981	-0.39315709	-0.5152878	-0.5966345	"WALKING"
1	6	-0.12378102	-0.12378102	-0.14640191	-0.064359824	-0.099574348	-0.27829879	-0.15781494	-0.028493789	-0.18924181	"WALKING"
1	5	-0.12587611	-0.12587611	-0.26065043	-0.41761185	-0.46467307	-0.3080473	-0.3394134	-0.54558124	-0.61871369	"WALKING"
1	22	0.083554851	0.083554851	0.0603478	-0.22039597	-0.46101167	-0.0060482331	0.13269245	-0.4342189	-0.57521114	"WALKING"
1	26	-0.098886471	-0.098886471	-0.22565187	-0.3714094	-0.51994972	-0.26964103	-0.1860725	-0.55605611	-0.58949574	"WALKING"
1	7	-0.068326543	-0.068326543	-0.16300031	-0.26925798	-0.22182305	-0.16632484	-0.0017480393	-0.035853755	-0.062300107	"WALKING"
1	14	-0.27157215	-0.27157215	-0.517332	-0.22409574	-0.59634445	-0.5014835	-0.55597908	-0.36807468	-0.70852174	"WALKING"
1	14	-0.24783255	-0.24783255	-0.46988024	-0.16525976	-0.56913179	-0.43906535	-0.53795775	-0.25853674	-0.60693973	"WALKING"
1	5	-0.049361029	-0.049361029	-0.20639239	-0.34868644	-0.37216986	-0.25975837	-0.28178138	-0.41552791	-0.48557795	"WALKING"
1	14	-0.12925451	-0.12925451	-0.35580862	-0.040413818	-0.48120182	-0.2332729	-0.40635861	-0.20074215	-0.55196485	"WALKING"
1	14	-0.10491389	-0.10491389	-0.33049756	-0.10060229	-0.49515984	-0.25262375	-0.36935875	-0.29828484	-0.56572102	"WALKING"
1	14	-0.10611636	-0.10611636	-0.33711642	-0.15323825	-0.51645243	-0.31294179	-0.34574699	-0.33767648	-0.57933693	"WALKING"
1	14	-0.1063596	-0.1063596	-0.3652562	-0.14434186	-0.51058657	-0.39566904	-0.3801492	-0.34797499	-0.59452391	"WALKING"
1	22	0.040712586	0.040712586	-0.045273096	-0.22588916	-0.4854021	0.015169042	0.014031329	-0.46592894	-0.56744182	"WALKING"
1	27	-0.28321582	-0.28321582	-0.3539293	-0.33720359	-0.68325184	-0.33221218	-0.29366305	-0.59157278	-0.73421807	"WALKING"
1	27	-0.18505935	-0.18505935	-0.15166918	-0.41107306	-0.58554966	-0.27746055	-0.23359329	-0.57154699	-0.65203859	"WALKING"
1	6	-0.063025919	-0.063025919	0.013223681	-0.18499626	-0.091249397	-0.035829111	0.2101189	-0.10596375	0.0016136696	"WALKING"
1	5	-0.11245866	-0.11245866	-0.2584068	-0.4057437	-0.44640992	-0.31360539	-0.3252423	-0.48863743	-0.50065939	"WALKING"
1	22	0.031829147	0.031829147	-0.071021554	-0.18278235	-0.4538644	-0.069044745	-0.087861209	-0.45633517	-0.51296946	"WALKING"
1	26	-0.17685673	-0.17685673	-0.2368136	-0.34319666	-0.50430888	-0.40713555	-0.25913775	-0.52086724	-0.61453587	"WALKING"
1	30	-0.23815167	-0.23815167	-0.41543152	-0.040225009	-0.53938262	-0.34876033	-0.45008781	-0.47380998	-0.59180255	"WALKING"
1	1	-0.13796608	-0.13796608	-0.10951951	-0.23600028	-0.31291887	-0.17076567	-0.014040186	-0.19468996	-0.32740044	"WALKING"
1	1	-0.15677155	-0.15677155	-0.12921769	-0.24495312	-0.32398013	-0.17481964	-0.050401791	-0.29641283	-0.32974867	"WALKING"
1	30	-0.22511051	-0.22511051	-0.39019715	-0.15383246	-0.52891528	-0.42395595	-0.42855137	-0.43699926	-0.57740316	"WALKING"
1	30	-0.18665198	-0.18665198	-0.3829236	-0.12402384	-0.51457379	-0.38136542	-0.38813397	-0.36261966	-0.5373029	"WALKING"
1	14	-0.16748387	-0.16748387	-0.40123624	-0.16386623	-0.54841316	-0.47295248	-0.46467638	-0.37847898	-0.65073397	"WALKING"
1	1	-0.12347428	-0.12347428	-0.098157048	-0.19576535	-0.27474945	-0.084491887	0.080079037	-0.11450055	-0.23807571	"WALKING"
1	22	0.10249677	0.10249677	0.07168065	-0.27546052	-0.48052361	0.050139575	0.16605585	-0.50151373	-0.58766534	"WALKING"
1	5	-0.12432848	-0.12432848	-0.25541582	-0.40309623	-0.44475858	-0.2703666	-0.26911997	-0.55478447	-0.57943642	"WALKING"
1	22	0.047718463	0.047718463	0.095958822	-0.27449235	-0.47149143	0.054619343	0.16147868	-0.50499522	-0.57816003	"WALKING"
1	3	-0.25489293	-0.25489293	-0.31130967	-0.46640524	-0.52942645	-0.33167942	-0.18008146	-0.52072193	-0.49177603	"WALKING"
1	3	-0.24061478	-0.24061478	-0.24869515	-0.42580202	-0.53998786	-0.2791581	-0.18216429	-0.5857952	-0.59298021	"WALKING"
1	23	-0.031707463	-0.031707463	0.060117876	0.041355646	0.090608539	-0.032912358	0.047128569	0.2662134	0.25797626	"WALKING"
1	2	-0.29128626	-0.29128626	-0.31774429	-0.48181773	-0.64491506	-0.33121193	-0.19752781	-0.56628738	-0.68039567	"WALKING"
1	2	-0.34393842	-0.34393842	-0.39977024	-0.51339105	-0.66086041	-0.47527034	-0.39967818	-0.59540331	-0.68314737	"WALKING"
1	26	-0.055605157	-0.055605157	-0.17843601	-0.31911808	-0.45594321	-0.24531707	-0.22554146	-0.47981697	-0.47712721	"WALKING"
1	26	-0.082205688	-0.082205688	-0.22209869	-0.31386367	-0.4646476	-0.32090856	-0.22617185	-0.44563456	-0.52759962	"WALKING"
1	19	0.23724691	0.23724691	0.22433189	0.29609575	0.038456114	0.061021318	0.093302082	0.003343542	-0.21261935	"WALKING"
1	19	0.24202818	0.24202818	0.20259542	0.28165086	-0.011370816	0.11083398	0.057778538	-0.095776054	-0.17104866	"WALKING"
1	19	0.17688405	0.17688405	0.14991617	0.23244832	-0.027196988	0.040724343	-0.024457506	-0.027912327	-0.19296158	"WALKING"
1	26	-0.058364864	-0.058364864	-0.23031819	-0.35135053	-0.53397172	-0.30599173	-0.21591428	-0.51511027	-0.58464237	"WALKING"
1	3	-0.20743459	-0.20743459	-0.22253292	-0.44866535	-0.50371038	-0.23176276	-0.021910194	-0.48300738	-0.51156888	"WALKING"
1	3	-0.23040914	-0.23040914	-0.23587308	-0.43701204	-0.49710547	-0.19662692	0.010785228	-0.45070187	-0.47830245	"WALKING"
1	30	-0.25239036	-0.25239036	-0.43441597	-0.11839486	-0.55383682	-0.43762809	-0.43374989	-0.45634305	-0.64961793	"WALKING"
1	7	-0.045411412	-0.045411412	-0.10864184	-0.19346672	-0.16916073	-0.083045764	-0.025742109	-0.00037468007	0.015343595	"WALKING"
1	11	-0.29458011	-0.29458011	-0.43037236	-0.35965521	-0.656621	-0.42779648	-0.40855087	-0.59039209	-0.75131985	"WALKING"
1	11	-0.2569035	-0.2569035	-0.38739835	-0.41828396	-0.6241167	-0.44766703	-0.31958605	-0.54627173	-0.7371278	"WALKING"
1	14	-0.065092257	-0.065092257	-0.28443749	-0.11446063	-0.47939332	-0.22597642	-0.28055322	-0.22497719	-0.5621401	"WALKING"
1	11	-0.24376872	-0.24376872	-0.35260998	-0.45975572	-0.60947652	-0.41482868	-0.34953778	-0.56172266	-0.7445731	"WALKING"
1	5	-0.096833694	-0.096833694	-0.17396328	-0.32732656	-0.33211627	-0.25397617	-0.21706541	-0.46715539	-0.49755584	"WALKING"
1	5	0.088892885	0.088892885	-0.12305875	-0.20380675	-0.38980059	-0.035840037	-0.0076827885	-0.33899739	-0.51291024	"WALKING"
1	3	-0.48512255	-0.48512255	-0.59337353	-0.53573039	-0.74133573	-0.45941482	-0.48868038	-0.64701386	-0.75514762	"WALKING"
1	3	-0.33084347	-0.33084347	-0.3905076	-0.54678924	-0.62947283	-0.38962442	-0.39717847	-0.65194707	-0.71043926	"WALKING"
1	19	0.16416883	0.16416883	0.16220067	0.15412357	-0.016708203	0.12146415	0.063511369	0.022146984	-0.11338303	"WALKING"
1	19	0.20674224	0.20674224	0.14479242	0.1580398	-0.067606357	0.092136959	0.00074324118	-0.072387496	-0.16563945	"WALKING"
1	30	-0.24147144	-0.24147144	-0.41695865	-0.082439945	-0.54629125	-0.42821627	-0.4317128	-0.47137451	-0.63024448	"WALKING"
1	3	-0.24598312	-0.24598312	-0.30581338	-0.37507897	-0.55426011	-0.21610562	-0.077467659	-0.48022656	-0.54519819	"WALKING"
1	30	-0.26157404	-0.26157404	-0.4329582	-0.13815588	-0.55570932	-0.42139837	-0.41631256	-0.44771405	-0.62370876	"WALKING"
1	3	-0.35434334	-0.35434334	-0.34948853	-0.43332606	-0.51750656	-0.36816229	-0.31009075	-0.51873011	-0.53485636	"WALKING"
1	8	-0.0044286918	-0.0044286918	-0.12412827	-0.068089018	-0.34027796	-0.18850611	-0.18658646	-0.2742305	-0.53414831	"WALKING"
1	1	-0.17790638	-0.17790638	-0.18987422	-0.28224715	-0.34044947	-0.16383158	-0.067747636	-0.19408882	-0.3285244	"WALKING"
1	14	-0.20727444	-0.20727444	-0.43018876	-0.21379193	-0.52417781	-0.47705011	-0.52406161	-0.32413277	-0.65036372	"WALKING"
1	14	-0.19978685	-0.19978685	-0.41692414	-0.18162666	-0.5414287	-0.39061242	-0.4628524	-0.40076797	-0.65327426	"WALKING"
1	6	-0.09228703	-0.09228703	-0.074406026	-0.12384673	-0.15927611	-0.14626351	0.0040844514	-0.27351114	-0.29832688	"WALKING"
1	14	-0.17630273	-0.17630273	-0.39570322	-0.1737349	-0.54464926	-0.42049238	-0.44487019	-0.32213969	-0.59416505	"WALKING"
1	14	-0.21406963	-0.21406963	-0.41520974	-0.18221838	-0.54651625	-0.44279568	-0.50510981	-0.35755518	-0.65002259	"WALKING"
1	19	0.084849355	0.084849355	0.10896362	0.022969979	-0.25193339	0.12861295	0.21311823	-0.17899775	-0.26963051	"WALKING"
1	30	-0.25602947	-0.25602947	-0.37659487	-0.14249314	-0.5169008	-0.43330281	-0.42938785	-0.39802293	-0.58696868	"WALKING"
1	30	-0.24125856	-0.24125856	-0.40825006	-0.032889478	-0.50402782	-0.38269637	-0.36744288	-0.34100772	-0.55724347	"WALKING"
1	26	-0.12350037	-0.12350037	-0.21542648	-0.34882778	-0.49572807	-0.33875363	-0.16399428	-0.50519019	-0.61186718	"WALKING"
1	26	-0.10987578	-0.10987578	-0.27346469	-0.36760771	-0.53216291	-0.33579344	-0.21879221	-0.52049711	-0.58784217	"WALKING"
1	23	-0.040599339	-0.040599339	0.04405413	-0.029048012	0.0098753289	-0.089511687	-0.014820464	0.0071556118	0.0079689188	"WALKING"
1	7	-0.19423982	-0.19423982	-0.27208863	-0.32732917	-0.39843307	-0.13696906	0.033348044	-0.27870738	-0.23612642	"WALKING"
1	7	-0.22223951	-0.22223951	-0.31398621	-0.30439652	-0.42769077	-0.1975483	-0.14972742	-0.30883093	-0.30688945	"WALKING"
1	7	-0.17687403	-0.17687403	-0.28270565	-0.37053269	-0.38477144	-0.25934887	-0.12784115	-0.31235855	-0.34631912	"WALKING"
1	23	-0.21386593	-0.21386593	-0.18781579	-0.15684496	-0.1649886	-0.20581849	-0.083364894	-0.11654417	-0.13430291	"WALKING"
1	23	-0.22110349	-0.22110349	-0.17258383	-0.13935389	-0.136431	-0.21683391	-0.13369139	-0.053673989	-0.082102265	"WALKING"
1	11	-0.28168189	-0.28168189	-0.42428928	-0.32667341	-0.64685265	-0.47918201	-0.43219277	-0.58178978	-0.75941438	"WALKING"
1	11	-0.25260711	-0.25260711	-0.38494454	-0.43271856	-0.63289491	-0.42650087	-0.38782769	-0.64649332	-0.75070391	"WALKING"
1	7	-0.16445632	-0.16445632	-0.25088665	-0.39565384	-0.38432788	-0.15862191	-0.086962928	-0.30550445	-0.30670687	"WALKING"
1	24	-0.24314809	-0.24314809	-0.34275781	-0.39867541	-0.44818752	-0.400048	-0.41222001	-0.45519234	-0.5148143	"WALKING"
1	25	-0.43369801	-0.43369801	-0.58397464	-0.41327085	-0.69735846	-0.51479956	-0.57823085	-0.51021287	-0.77101147	"WALKING"
1	2	-0.22024466	-0.22024466	-0.13413736	-0.43351605	-0.42565938	-0.10964991	0.15527094	-0.45787481	-0.38092608	"WALKING"
1	2	-0.28407383	-0.28407383	-0.23706606	-0.46929897	-0.46292024	-0.32940405	-0.16614846	-0.47568283	-0.50508733	"WALKING"
1	26	-0.36730082	-0.36730082	-0.38479133	-0.30928764	-0.54750968	-0.3887795	-0.31804083	-0.4442862	-0.62561734	"WALKING"
1	26	-0.3283099	-0.3283099	-0.36117002	-0.43652662	-0.52292538	-0.40639323	-0.31457957	-0.56333529	-0.67257013	"WALKING"
1	2	-0.36436542	-0.36436542	-0.32205097	-0.50405947	-0.54166287	-0.35018188	-0.13964576	-0.52025914	-0.48571849	"WALKING"
1	10	-0.086376927	-0.086376927	-0.11179038	-0.19870827	-0.39079537	-0.09478013	-0.050882037	-0.43697629	-0.48143152	"WALKING"
1	26	-0.36289819	-0.36289819	-0.41885006	-0.47040157	-0.55308537	-0.44262141	-0.41165448	-0.59859464	-0.65094488	"WALKING"
1	11	-0.28232302	-0.28232302	-0.40438535	-0.45384914	-0.61954905	-0.48818177	-0.37646146	-0.60908397	-0.76377047	"WALKING"
1	11	-0.28919433	-0.28919433	-0.43003216	-0.4562842	-0.63881969	-0.49713239	-0.44085863	-0.65362354	-0.78017308	"WALKING"
1	11	-0.32402844	-0.32402844	-0.45057502	-0.49205473	-0.66182939	-0.46011371	-0.43307095	-0.64739671	-0.75353256	"WALKING"
1	11	-0.37226288	-0.37226288	-0.46111967	-0.49640248	-0.67069111	-0.45462958	-0.44362782	-0.64000701	-0.78066503	"WALKING"
1	3	-0.21631897	-0.21631897	-0.28683915	-0.4773415	-0.60845407	-0.33218879	-0.26256036	-0.59437099	-0.62406325	"WALKING"
1	14	-0.12937679	-0.12937679	-0.37627993	-0.13664111	-0.51448412	-0.3754491	-0.48632856	-0.31349445	-0.61953056	"WALKING"
1	8	-0.018896305	-0.018896305	-0.13991435	-0.0150159	-0.34365221	-0.16421269	-0.12771289	-0.31107093	-0.49652091	"WALKING"
1	14	-0.1475863	-0.1475863	-0.36755644	-0.18608663	-0.51641492	-0.39978919	-0.48547827	-0.32380861	-0.58725852	"WALKING"
1	14	-0.17558768	-0.17558768	-0.41751545	-0.21282259	-0.51326761	-0.42750444	-0.49374483	-0.28405565	-0.61603193	"WALKING"
1	26	-0.17918093	-0.17918093	-0.23549641	-0.40193931	-0.52553128	-0.37041014	-0.19514751	-0.5694104	-0.62351633	"WALKING"
1	1	-0.20893977	-0.20893977	-0.17724624	-0.22594249	-0.32493016	-0.19914517	-0.14742795	-0.24127734	-0.31794748	"WALKING"
1	26	-0.15448067	-0.15448067	-0.23298549	-0.32705931	-0.51500717	-0.35738898	-0.19896471	-0.52161774	-0.61245955	"WALKING"
1	8	-0.10478645	-0.10478645	-0.31262147	0.19853416	-0.43905325	-0.26775804	-0.35366553	-0.052406145	-0.45574873	"WALKING"
1	23	-0.046291435	-0.046291435	0.028346124	0.03330741	0.073661913	-0.10536348	0.052196582	0.17455571	0.199828	"WALKING"
1	1	-0.15091057	-0.15091057	-0.10083139	-0.21105942	-0.2876883	-0.11793569	0.067112467	-0.21246656	-0.26611068	"WALKING"
1	3	-0.22446601	-0.22446601	-0.25255605	-0.46492774	-0.52081628	-0.26179868	-0.10853832	-0.52987474	-0.57866448	"WALKING"
1	19	0.0052939004	0.0052939004	-0.0091067138	0.066779217	-0.25819513	-0.13871281	-0.076229964	-0.2798041	-0.36325318	"WALKING"
1	23	0.055785211	0.055785211	0.11078664	0.094511623	0.18800012	0.053902398	0.07569268	0.32588046	0.41514053	"WALKING"
1	3	-0.21419517	-0.21419517	-0.23274245	-0.47399132	-0.52288841	-0.29440589	-0.057924335	-0.50081981	-0.51870131	"WALKING"
1	19	0.028303217	0.028303217	0.1277382	-0.010418764	-0.26249547	0.24959175	0.24359279	-0.20039894	-0.26922164	"WALKING"
1	19	0.010250434	0.010250434	0.15379661	-0.032055972	-0.26712742	0.076557724	0.14975911	-0.2858266	-0.35711287	"WALKING"
1	7	-0.1449101	-0.1449101	-0.24562187	-0.41927162	-0.36358851	-0.1165184	0.058227887	-0.26676566	-0.21927185	"WALKING"
